category,subcategory,name,brand,sku,unit,vat_rate,internal_unit_price,internal_cost,type,active,tags
Appareillage,Prises,Prise telephone RJ11,Hager,APP-HAG-010,piece,20,0,0,fourniture,true,prise;hager
Appareillage,Interrupteurs,Interrupteur simple,Hager,APP-HAG-011,piece,20,0,0,fourniture,true,interrupteur;hager
Appareillage,Interrupteurs,Interrupteur va-et-vient,Hager,APP-HAG-012,piece,20,0,0,fourniture,true,interrupteur;va-et-vient;hager
Appareillage,Interrupteurs,Interrupteur double va-et-vient,Hager,APP-HAG-013,piece,20,0,0,fourniture,true,interrupteur;va-et-vient;hager
Appareillage,Interrupteurs,Interrupteur poussoir,Hager,APP-HAG-014,piece,20,0,0,fourniture,true,interrupteur;poussoir;hager
Appareillage,Interrupteurs,Interrupteur poussoir lumineux,Hager,APP-HAG-015,piece,20,0,0,fourniture,true,interrupteur;poussoir;hager
Appareillage,Interrupteurs,Interrupteur bipolaire,Hager,APP-HAG-016,piece,20,0,0,fourniture,true,interrupteur;hager
Appareillage,Interrupteurs,Interrupteur temporise,Hager,APP-HAG-017,piece,20,0,0,fourniture,true,interrupteur;hager
Appareillage,Interrupteurs,Variateur LED,Hager,APP-HAG-018,piece,20,0,0,fourniture,true,interrupteur;variateur;led;hager
Appareillage,Interrupteurs,Variateur universel,Hager,APP-HAG-019,piece,20,0,0,fourniture,true,interrupteur;variateur;hager
Appareillage,Interrupteurs,Commande volet roulant,Hager,APP-HAG-020,piece,20,0,0,fourniture,true,interrupteur;volet-roulant;hager
Appareillage,Plaques,Plaque 1 poste,Hager,APP-HAG-021,piece,20,0,0,fourniture,true,plaque;hager
Appareillage,Plaques,Plaque 2 postes,Hager,APP-HAG-022,piece,20,0,0,fourniture,true,plaque;hager
Appareillage,Plaques,Plaque 3 postes,Hager,APP-HAG-023,piece,20,0,0,fourniture,true,plaque;hager
Appareillage,Plaques,Plaque 4 postes,Hager,APP-HAG-024,piece,20,0,0,fourniture,true,plaque;hager
Appareillage,Plaques,Plaque etanche IP55,Hager,APP-HAG-025,piece,20,0,0,fourniture,true,plaque;etanche;hager
Appareillage,Sorties de cable,Sortie de cable 16A,Hager,APP-HAG-026,piece,20,0,0,fourniture,true,sortie;cable;hager
Appareillage,Sorties de cable,Sortie de cable 20A,Hager,APP-HAG-027,piece,20,0,0,fourniture,true,sortie;cable;hager
Appareillage,Sorties de cable,Sortie de cable 32A,Hager,APP-HAG-028,piece,20,0,0,fourniture,true,sortie;cable;hager
Appareillage,Boitiers,Boitier encastrable 40mm,Hager,APP-HAG-029,piece,20,0,0,fourniture,true,boitier;hager
Appareillage,Boitiers,Boitier encastrable 50mm,Hager,APP-HAG-030,piece,20,0,0,fourniture,true,boitier;hager
Appareillage,Boitiers,Boitier encastrable 67mm,Hager,APP-HAG-031,piece,20,0,0,fourniture,true,boitier;hager
Appareillage,Boitiers,Boite de derivation encastrable,Hager,APP-HAG-032,piece,20,0,0,fourniture,true,boitier;hager
Appareillage,Boitiers,Boite de derivation etanche IP65,Hager,APP-HAG-033,piece,20,0,0,fourniture,true,boitier;etanche;hager
Appareillage,Boitiers,Boitier DCL plafond,Hager,APP-HAG-034,piece,20,0,0,fourniture,true,boitier;dcl;hager
Appareillage,Commandes,Commande variateur rotatif,Hager,APP-HAG-035,piece,20,0,0,fourniture,true,commande;variateur;hager
Appareillage,Commandes,Commande variateur poussoir,Hager,APP-HAG-036,piece,20,0,0,fourniture,true,commande;poussoir;variateur;hager
Appareillage,Commandes,Commande scenario domotique,Hager,APP-HAG-037,piece,20,0,0,fourniture,true,commande;hager
Appareillage,Commandes,Commande entree/sortie,Hager,APP-HAG-038,piece,20,0,0,fourniture,true,commande;hager
Appareillage,Commandes,Commande volet roulant connectee,Hager,APP-HAG-039,piece,20,0,0,fourniture,true,commande;volet-roulant;hager
Appareillage,Prises,Prise 2P+T 16A encastrable,Gewiss,APP-GEW-001,piece,20,0,0,fourniture,true,prise;gewiss
Appareillage,Prises,Prise 2P+T 16A saillie,Gewiss,APP-GEW-002,piece,20,0,0,fourniture,true,prise;gewiss
Appareillage,Prises,Prise 2P+T 16A etanche IP55,Gewiss,APP-GEW-003,piece,20,0,0,fourniture,true,prise;etanche;gewiss
Appareillage,Prises,Prise double 2P+T,Gewiss,APP-GEW-004,piece,20,0,0,fourniture,true,prise;gewiss
Appareillage,Prises,Prise triple 2P+T,Gewiss,APP-GEW-005,piece,20,0,0,fourniture,true,prise;gewiss
Appareillage,Prises,Prise 2P+T USB,Gewiss,APP-GEW-006,piece,20,0,0,fourniture,true,prise;usb;gewiss
Appareillage,Prises,Prise RJ45 Cat6,Gewiss,APP-GEW-007,piece,20,0,0,fourniture,true,prise;rj45;gewiss
Appareillage,Prises,Prise TV coaxiale,Gewiss,APP-GEW-008,piece,20,0,0,fourniture,true,prise;tv;gewiss
Appareillage,Prises,Prise HDMI,Gewiss,APP-GEW-009,piece,20,0,0,fourniture,true,prise;gewiss
Appareillage,Prises,Prise telephone RJ11,Gewiss,APP-GEW-010,piece,20,0,0,fourniture,true,prise;gewiss
Appareillage,Interrupteurs,Interrupteur simple,Gewiss,APP-GEW-011,piece,20,0,0,fourniture,true,interrupteur;gewiss
Appareillage,Interrupteurs,Interrupteur va-et-vient,Gewiss,APP-GEW-012,piece,20,0,0,fourniture,true,interrupteur;va-et-vient;gewiss
Appareillage,Interrupteurs,Interrupteur double va-et-vient,Gewiss,APP-GEW-013,piece,20,0,0,fourniture,true,interrupteur;va-et-vient;gewiss
Appareillage,Interrupteurs,Interrupteur poussoir,Gewiss,APP-GEW-014,piece,20,0,0,fourniture,true,interrupteur;poussoir;gewiss
Appareillage,Interrupteurs,Interrupteur poussoir lumineux,Gewiss,APP-GEW-015,piece,20,0,0,fourniture,true,interrupteur;poussoir;gewiss
Appareillage,Interrupteurs,Interrupteur bipolaire,Gewiss,APP-GEW-016,piece,20,0,0,fourniture,true,interrupteur;gewiss
Appareillage,Interrupteurs,Interrupteur temporise,Gewiss,APP-GEW-017,piece,20,0,0,fourniture,true,interrupteur;gewiss
Appareillage,Interrupteurs,Variateur LED,Gewiss,APP-GEW-018,piece,20,0,0,fourniture,true,interrupteur;variateur;led;gewiss
Appareillage,Interrupteurs,Variateur universel,Gewiss,APP-GEW-019,piece,20,0,0,fourniture,true,interrupteur;variateur;gewiss
Appareillage,Interrupteurs,Commande volet roulant,Gewiss,APP-GEW-020,piece,20,0,0,fourniture,true,interrupteur;volet-roulant;gewiss
Appareillage,Plaques,Plaque 1 poste,Gewiss,APP-GEW-021,piece,20,0,0,fourniture,true,plaque;gewiss
Appareillage,Plaques,Plaque 2 postes,Gewiss,APP-GEW-022,piece,20,0,0,fourniture,true,plaque;gewiss
Appareillage,Plaques,Plaque 3 postes,Gewiss,APP-GEW-023,piece,20,0,0,fourniture,true,plaque;gewiss
Appareillage,Plaques,Plaque 4 postes,Gewiss,APP-GEW-024,piece,20,0,0,fourniture,true,plaque;gewiss
Appareillage,Plaques,Plaque etanche IP55,Gewiss,APP-GEW-025,piece,20,0,0,fourniture,true,plaque;etanche;gewiss
Appareillage,Sorties de cable,Sortie de cable 16A,Gewiss,APP-GEW-026,piece,20,0,0,fourniture,true,sortie;cable;gewiss
Appareillage,Sorties de cable,Sortie de cable 20A,Gewiss,APP-GEW-027,piece,20,0,0,fourniture,true,sortie;cable;gewiss
Appareillage,Sorties de cable,Sortie de cable 32A,Gewiss,APP-GEW-028,piece,20,0,0,fourniture,true,sortie;cable;gewiss
Appareillage,Boitiers,Boitier encastrable 40mm,Gewiss,APP-GEW-029,piece,20,0,0,fourniture,true,boitier;gewiss
Appareillage,Boitiers,Boitier encastrable 50mm,Gewiss,APP-GEW-030,piece,20,0,0,fourniture,true,boitier;gewiss
Appareillage,Boitiers,Boitier encastrable 67mm,Gewiss,APP-GEW-031,piece,20,0,0,fourniture,true,boitier;gewiss
Appareillage,Boitiers,Boite de derivation encastrable,Gewiss,APP-GEW-032,piece,20,0,0,fourniture,true,boitier;gewiss
Appareillage,Boitiers,Boite de derivation etanche IP65,Gewiss,APP-GEW-033,piece,20,0,0,fourniture,true,boitier;etanche;gewiss
Appareillage,Boitiers,Boitier DCL plafond,Gewiss,APP-GEW-034,piece,20,0,0,fourniture,true,boitier;dcl;gewiss
Appareillage,Commandes,Commande variateur rotatif,Gewiss,APP-GEW-035,piece,20,0,0,fourniture,true,commande;variateur;gewiss
Appareillage,Commandes,Commande variateur poussoir,Gewiss,APP-GEW-036,piece,20,0,0,fourniture,true,commande;poussoir;variateur;gewiss
Appareillage,Commandes,Commande scenario domotique,Gewiss,APP-GEW-037,piece,20,0,0,fourniture,true,commande;gewiss
Appareillage,Commandes,Commande entree/sortie,Gewiss,APP-GEW-038,piece,20,0,0,fourniture,true,commande;gewiss
Appareillage,Commandes,Commande volet roulant connectee,Gewiss,APP-GEW-039,piece,20,0,0,fourniture,true,commande;volet-roulant;gewiss
Protection / Tableau,Disjoncteurs,Disjoncteur 2A 1P+N,Legrand,PRO-LGR-001,piece,20,0,0,fourniture,true,disjoncteur;legrand
Protection / Tableau,Disjoncteurs,Disjoncteur 6A 1P+N,Legrand,PRO-LGR-002,piece,20,0,0,fourniture,true,disjoncteur;legrand
Protection / Tableau,Disjoncteurs,Disjoncteur 10A 1P+N,Legrand,PRO-LGR-003,piece,20,0,0,fourniture,true,disjoncteur;legrand
Protection / Tableau,Disjoncteurs,Disjoncteur 16A 1P+N,Legrand,PRO-LGR-004,piece,20,0,0,fourniture,true,disjoncteur;legrand
Protection / Tableau,Disjoncteurs,Disjoncteur 20A 1P+N,Legrand,PRO-LGR-005,piece,20,0,0,fourniture,true,disjoncteur;legrand
Protection / Tableau,Disjoncteurs,Disjoncteur 32A 1P+N,Legrand,PRO-LGR-006,piece,20,0,0,fourniture,true,disjoncteur;legrand
Protection / Tableau,Disjoncteurs,Disjoncteur 40A 1P+N,Legrand,PRO-LGR-007,piece,20,0,0,fourniture,true,disjoncteur;legrand
Protection / Tableau,Disjoncteurs,Disjoncteur 63A 1P+N,Legrand,PRO-LGR-008,piece,20,0,0,fourniture,true,disjoncteur;legrand
Protection / Tableau,Differentiels,Inter diff type AC 40A 30mA,Legrand,PRO-LGR-009,piece,20,0,0,fourniture,true,differentiel;legrand
Protection / Tableau,Differentiels,Inter diff type A 63A 30mA,Legrand,PRO-LGR-010,piece,20,0,0,fourniture,true,differentiel;legrand
Protection / Tableau,Differentiels,Inter diff type F 40A 30mA,Legrand,PRO-LGR-011,piece,20,0,0,fourniture,true,differentiel;legrand
Protection / Tableau,Parafoudre,Parafoudre type 2,Legrand,PRO-LGR-012,piece,20,0,0,fourniture,true,parafoudre;legrand
Protection / Tableau,Parafoudre,Parafoudre type 1+2,Legrand,PRO-LGR-013,piece,20,0,0,fourniture,true,parafoudre;legrand
Protection / Tableau,Tableaux,Tableau 1 rangee 13 modules,Legrand,PRO-LGR-014,piece,20,0,0,fourniture,true,tableau;legrand
Protection / Tableau,Tableaux,Tableau 2 rangees 13 modules,Legrand,PRO-LGR-015,piece,20,0,0,fourniture,true,tableau;legrand
Protection / Tableau,Tableaux,Tableau 3 rangees 18 modules,Legrand,PRO-LGR-016,piece,20,0,0,fourniture,true,tableau;legrand
Protection / Tableau,Tableaux,Tableau 4 rangees 18 modules,Legrand,PRO-LGR-017,piece,20,0,0,fourniture,true,tableau;legrand
Protection / Tableau,Accessoires,Peigne horizontal 13 modules,Legrand,PRO-LGR-018,piece,20,0,0,fourniture,true,accessoire;tableau;legrand
Protection / Tableau,Accessoires,Peigne vertical 13 modules,Legrand,PRO-LGR-019,piece,20,0,0,fourniture,true,accessoire;tableau;legrand
Protection / Tableau,Accessoires,Bornier de terre,Legrand,PRO-LGR-020,piece,20,0,0,fourniture,true,accessoire;tableau;legrand
Protection / Tableau,Accessoires,Bornier de neutre,Legrand,PRO-LGR-021,piece,20,0,0,fourniture,true,accessoire;tableau;legrand
Protection / Tableau,Accessoires,Obturateur tableau,Legrand,PRO-LGR-022,piece,20,0,0,fourniture,true,accessoire;tableau;legrand
Protection / Tableau,Accessoires,Etiquettes tableau,Legrand,PRO-LGR-023,piece,20,0,0,fourniture,true,accessoire;tableau;legrand
Protection / Tableau,Disjoncteurs,Disjoncteur 2A 1P+N,Schneider Electric,PRO-SCH-001,piece,20,0,0,fourniture,true,disjoncteur;schneider
Protection / Tableau,Disjoncteurs,Disjoncteur 6A 1P+N,Schneider Electric,PRO-SCH-002,piece,20,0,0,fourniture,true,disjoncteur;schneider
Protection / Tableau,Disjoncteurs,Disjoncteur 10A 1P+N,Schneider Electric,PRO-SCH-003,piece,20,0,0,fourniture,true,disjoncteur;schneider
Protection / Tableau,Disjoncteurs,Disjoncteur 16A 1P+N,Schneider Electric,PRO-SCH-004,piece,20,0,0,fourniture,true,disjoncteur;schneider
Protection / Tableau,Disjoncteurs,Disjoncteur 20A 1P+N,Schneider Electric,PRO-SCH-005,piece,20,0,0,fourniture,true,disjoncteur;schneider
Protection / Tableau,Disjoncteurs,Disjoncteur 32A 1P+N,Schneider Electric,PRO-SCH-006,piece,20,0,0,fourniture,true,disjoncteur;schneider
Protection / Tableau,Disjoncteurs,Disjoncteur 40A 1P+N,Schneider Electric,PRO-SCH-007,piece,20,0,0,fourniture,true,disjoncteur;schneider
Protection / Tableau,Disjoncteurs,Disjoncteur 63A 1P+N,Schneider Electric,PRO-SCH-008,piece,20,0,0,fourniture,true,disjoncteur;schneider
Protection / Tableau,Differentiels,Inter diff type AC 40A 30mA,Schneider Electric,PRO-SCH-009,piece,20,0,0,fourniture,true,differentiel;schneider
Protection / Tableau,Differentiels,Inter diff type A 63A 30mA,Schneider Electric,PRO-SCH-010,piece,20,0,0,fourniture,true,differentiel;schneider
Protection / Tableau,Differentiels,Inter diff type F 40A 30mA,Schneider Electric,PRO-SCH-011,piece,20,0,0,fourniture,true,differentiel;schneider
Protection / Tableau,Parafoudre,Parafoudre type 2,Schneider Electric,PRO-SCH-012,piece,20,0,0,fourniture,true,parafoudre;schneider
Protection / Tableau,Parafoudre,Parafoudre type 1+2,Schneider Electric,PRO-SCH-013,piece,20,0,0,fourniture,true,parafoudre;schneider
Protection / Tableau,Tableaux,Tableau 1 rangee 13 modules,Schneider Electric,PRO-SCH-014,piece,20,0,0,fourniture,true,tableau;schneider
Protection / Tableau,Tableaux,Tableau 2 rangees 13 modules,Schneider Electric,PRO-SCH-015,piece,20,0,0,fourniture,true,tableau;schneider
Protection / Tableau,Tableaux,Tableau 3 rangees 18 modules,Schneider Electric,PRO-SCH-016,piece,20,0,0,fourniture,true,tableau;schneider
Protection / Tableau,Tableaux,Tableau 4 rangees 18 modules,Schneider Electric,PRO-SCH-017,piece,20,0,0,fourniture,true,tableau;schneider
Protection / Tableau,Accessoires,Peigne horizontal 13 modules,Schneider Electric,PRO-SCH-018,piece,20,0,0,fourniture,true,accessoire;tableau;schneider
Protection / Tableau,Accessoires,Peigne vertical 13 modules,Schneider Electric,PRO-SCH-019,piece,20,0,0,fourniture,true,accessoire;tableau;schneider
Protection / Tableau,Accessoires,Bornier de terre,Schneider Electric,PRO-SCH-020,piece,20,0,0,fourniture,true,accessoire;tableau;schneider
Protection / Tableau,Accessoires,Bornier de neutre,Schneider Electric,PRO-SCH-021,piece,20,0,0,fourniture,true,accessoire;tableau;schneider
Protection / Tableau,Accessoires,Obturateur tableau,Schneider Electric,PRO-SCH-022,piece,20,0,0,fourniture,true,accessoire;tableau;schneider
Protection / Tableau,Accessoires,Etiquettes tableau,Schneider Electric,PRO-SCH-023,piece,20,0,0,fourniture,true,accessoire;tableau;schneider
Protection / Tableau,Disjoncteurs,Disjoncteur 2A 1P+N,Hager,PRO-HAG-001,piece,20,0,0,fourniture,true,disjoncteur;hager
Protection / Tableau,Disjoncteurs,Disjoncteur 6A 1P+N,Hager,PRO-HAG-002,piece,20,0,0,fourniture,true,disjoncteur;hager
Protection / Tableau,Disjoncteurs,Disjoncteur 10A 1P+N,Hager,PRO-HAG-003,piece,20,0,0,fourniture,true,disjoncteur;hager
Protection / Tableau,Disjoncteurs,Disjoncteur 16A 1P+N,Hager,PRO-HAG-004,piece,20,0,0,fourniture,true,disjoncteur;hager
Protection / Tableau,Disjoncteurs,Disjoncteur 20A 1P+N,Hager,PRO-HAG-005,piece,20,0,0,fourniture,true,disjoncteur;hager
Protection / Tableau,Disjoncteurs,Disjoncteur 32A 1P+N,Hager,PRO-HAG-006,piece,20,0,0,fourniture,true,disjoncteur;hager
